met_id,raw_name,formula,charge,compartment,clean_name,embedded_formula,is_dirty,base_id
m1423_em,malonyl-CoA_C24H38N7O19P3S,,0,em,malonyl-CoA,C24H38N7O19P3S,False,m1423
m1424_em,carbon dioxide_CO2,,0,em,carbon dioxide,CO2,False,m1424
m1425_em,3-oxotetradecanoyl-CoA_C35H60N7O18P3S,,0,em,3-oxotetradecanoyl-CoA,C35H60N7O18P3S,False,m1425
m1426_em,myristoyl-CoA_C35H62N7O17P3S,,0,em,myristoyl-CoA,C35H62N7O17P3S,False,m1426
m1427_em,3-oxopalmitoyl-CoA_C37H60N7O18P3S,,0,em,3-oxopalmitoyl-CoA,C37H60N7O18P3S,False,m1427
m1428_em,palmitoyl-CoA_C37H66N7O17P3S,,0,em,palmitoyl-CoA,C37H66N7O17P3S,False,m1428
m1429_em,3-oxooctadecanoyl-CoA_C39H68N7O18P3S,,0,em,3-oxooctadecanoyl-CoA,C39H68N7O18P3S,False,m1429
m1430_em,stearoyl-CoA_C39H70N7O17P3S,,0,em,stearoyl-CoA,C39H70N7O17P3S,False,m1430
m1431_em,3-oxoicosanoyl-CoA_C41H72N7O18P3S,,0,em,3-oxoicosanoyl-CoA,C41H72N7O18P3S,False,m1431
m1432_em,icosanoyl-CoA_,,0,em,icosanoyl-CoA,,False,m1432
m1433_em,3-oxodocosanoyl-CoA_C43H76N7O18P3S,,0,em,3-oxodocosanoyl-CoA,C43H76N7O18P3S,False,m1433
m1434_em,docosanoyl-CoA_C43H78N7O17P3S,,0,em,docosanoyl-CoA,C43H78N7O17P3S,False,m1434
m1435_em,3-oxotetracosanoyl-CoA_C45H80N7O18P3S,,0,em,3-oxotetracosanoyl-CoA,C45H80N7O18P3S,False,m1435
m1436_em,tetracosanoyl-CoA_C45H82N7O17P3S,,0,em,tetracosanoyl-CoA,C45H82N7O17P3S,False,m1436
m1437_em,3-oxohexacosanoyl-CoA_C47H84N7O18P3S,,0,em,3-oxohexacosanoyl-CoA,C47H84N7O18P3S,False,m1437
m1438_em,NADPH_C21H30N7O17P3,,0,em,NADPH,C21H30N7O17P3,False,m1438
m1439_em,NADP(+)_C21H28N7O17P3,,0,em,NADP(+),C21H28N7O17P3,False,m1439
m1440_em,(S)-3-hydroxytetradecanoyl-CoA_C35H62N7O18P3S,,0,em,(S)-3-hydroxytetradecanoyl-CoA,C35H62N7O18P3S,False,m1440
m1441_em,(S)-3-hydroxypalmitoyl-CoA_C37H66N7O18P3S,,0,em,(S)-3-hydroxypalmitoyl-CoA,C37H66N7O18P3S,False,m1441
m1442_em,3-hydroxyoctadecanoyl-CoA_C39H70N7O18P3S,,0,em,3-hydroxyoctadecanoyl-CoA,C39H70N7O18P3S,False,m1442
m1443_em,3-hydroxyicosanoyl-CoA_C41H74N7O18P3S,,0,em,3-hydroxyicosanoyl-CoA,C41H74N7O18P3S,False,m1443
m1444_em,3-hydroxydocosanoyl-CoA_C43H78N7O18P3S,,0,em,3-hydroxydocosanoyl-CoA,C43H78N7O18P3S,False,m1444
m1445_em,3-hydroxytetracosanoyl-CoA_C45H82N7O18P3S,,0,em,3-hydroxytetracosanoyl-CoA,C45H82N7O18P3S,False,m1445
m1446_em,(S)-3-hydroxyhexacosanoyl-CoA_C47H86N7O18P3S,,0,em,(S)-3-hydroxyhexacosanoyl-CoA,C47H86N7O18P3S,False,m1446
m1447_em,H2O_H2O,,0,em,H2O,H2O,False,m1447
m1448_em,trans-tetradec-2-enoyl-CoA_C35H56N7O17P3S,,0,em,trans-tetradec-2-enoyl-CoA,C35H56N7O17P3S,False,m1448
m1449_em,trans-hexadec-2-enoyl-CoA_ActiveX VT_ERROR:,,0,em,trans-hexadec-2-enoyl-CoA,,True,m1449
m1450_em,trans-octadec-2-enoyl-CoA_C39H68N7O17P3S,,0,em,trans-octadec-2-enoyl-CoA,C39H68N7O17P3S,False,m1450
m1451_em,trans-icos-2-enoyl-CoA_,,0,em,trans-icos-2-enoyl-CoA,,False,m1451
m1452_em,trans-docos-2-enoyl-CoA_,,0,em,trans-docos-2-enoyl-CoA,,False,m1452
m1453_em,trans-tetracos-2-enoyl-CoA_,,0,em,trans-tetracos-2-enoyl-CoA,,False,m1453
m1454_em,trans-hexacos-2-enoyl-CoA_C47H84N7O17P3S,,0,em,trans-hexacos-2-enoyl-CoA,C47H84N7O17P3S,False,m1454
m1455_em,hexacosanoyl-CoA_C47H86N7O17P3S,,0,em,hexacosanoyl-CoA,C47H86N7O17P3S,False,m1455
m1456_em,oxygen_O2,,0,em,oxygen,O2,False,m1456
m1457_em,NADH_C21H29N7O14P2,,0,em,NADH,C21H29N7O14P2,False,m1457
m1458_em,NAD_C21H27N7O14P2,,0,em,NAD,C21H27N7O14P2,False,m1458
m1459_e,butyrate_ActiveX VT_ERROR:,,0,e,butyrate,,True,m1459
m1461_e,hexanoate_,,0,e,hexanoate,,False,m1461
m1463_e,oleate_C18H34O2,,0,e,oleate,C18H34O2,False,m1463
m1465_c,butyrate_ActiveX VT_ERROR:,,0,c,butyrate,,True,m1465
m1466_c,hexanoate_,,0,c,hexanoate,,False,m1466
m1467_c,oleate_C18H34O2,,0,c,oleate,C18H34O2,False,m1467
m1469_em,ATP_C10H16N5O13P3,,0,em,ATP,C10H16N5O13P3,False,m1469
m1470_em,laurate_C12H24O2,,0,em,laurate,C12H24O2,False,m1470
m1471_em,AMP_C10H14N5O7P,,0,em,AMP,C10H14N5O7P,False,m1471
m1472_em,myristate_C14H28O2,,0,em,myristate,C14H28O2,False,m1472
m1473_em,palmitate_C16H32O2,,0,em,palmitate,C16H32O2,False,m1473
m1474_em,palmitoleate_C16H30O2,,0,em,palmitoleate,C16H30O2,False,m1474
m1475_em,stearate_C18H36O2,,0,em,stearate,C18H36O2,False,m1475
m1476_em,oleate_C18H34O2,,0,em,oleate,C18H34O2,False,m1476
m1477_l,ATP_C10H16N5O13P3,,0,l,ATP,C10H16N5O13P3,False,m1477
m1478_l,laurate_C12H24O2,,0,l,laurate,C12H24O2,False,m1478
m1479_l,AMP_C10H14N5O7P,,0,l,AMP,C10H14N5O7P,False,m1479
m1480_l,lauroyl-CoA_C33H58N7O17P3S,,0,l,lauroyl-CoA,C33H58N7O17P3S,False,m1480
m1481_l,myristate_C14H28O2,,0,l,myristate,C14H28O2,False,m1481
m1482_l,myristoyl-CoA_C35H62N7O17P3S,,0,l,myristoyl-CoA,C35H62N7O17P3S,False,m1482
m1483_l,palmitate_C16H32O2,,0,l,palmitate,C16H32O2,False,m1483
m1484_l,palmitoyl-CoA_C37H66N7O17P3S,,0,l,palmitoyl-CoA,C37H66N7O17P3S,False,m1484
m1485_l,palmitoleate_C16H30O2,,0,l,palmitoleate,C16H30O2,False,m1485
m1486_l,palmitoleoyl-CoA_C37H64N7O17P3S,,0,l,palmitoleoyl-CoA,C37H64N7O17P3S,False,m1486
m1487_l,stearate_C18H36O2,,0,l,stearate,C18H36O2,False,m1487
m1488_l,stearoyl-CoA_C39H70N7O17P3S,,0,l,stearoyl-CoA,C39H70N7O17P3S,False,m1488
m1489_l,oleate_C18H34O2,,0,l,oleate,C18H34O2,False,m1489
m1490_l,oleoyl-CoA_C39H68N7O17P3S,,0,l,oleoyl-CoA,C39H68N7O17P3S,False,m1490
m1491_x,palmitoleoyl-CoA_C37H64N7O17P3S,,0,x,palmitoleoyl-CoA,C37H64N7O17P3S,False,m1491
m1492_x,oleate_C18H34O2,,0,x,oleate,C18H34O2,False,m1492
m1493_x,oleoyl-CoA_C39H68N7O17P3S,,0,x,oleoyl-CoA,C39H68N7O17P3S,False,m1493
m1494_ce,coenzyme A_C21H36N7O16P3S,,0,ce,coenzyme A,C21H36N7O16P3S,False,m1494
m1495_ce,arachidate_,,0,ce,arachidate,,False,m1495
m1496_ce,AMP_C10H14N5O7P,,0,ce,AMP,C10H14N5O7P,False,m1496
m1497_ce,diphosphate_H4O7P2,,0,ce,diphosphate,H4O7P2,False,m1497
m1498_ce,icosanoyl-CoA_,,0,ce,icosanoyl-CoA,,False,m1498
m1499_ce,behenate_,,0,ce,behenate,,False,m1499
m1500_ce,docosanoyl-CoA_C43H78N7O17P3S,,0,ce,docosanoyl-CoA,C43H78N7O17P3S,False,m1500
m1501_ce,lignoceric acid_C24H48O2,,0,ce,lignoceric acid,C24H48O2,False,m1501
m1502_ce,tetracosanoyl-CoA_C45H82N7O17P3S,,0,ce,tetracosanoyl-CoA,C45H82N7O17P3S,False,m1502
m1503_ce,cerotic acid_C26H52O2,,0,ce,cerotic acid,C26H52O2,False,m1503
m1504_ce,hexacosanoyl-CoA_C47H86N7O17P3S,,0,ce,hexacosanoyl-CoA,C47H86N7O17P3S,False,m1504
m1505_em,behenate_,,0,em,behenate,,False,m1505
m1506_em,lignoceric acid_C24H48O2,,0,em,lignoceric acid,C24H48O2,False,m1506
m1507_em,cerotic acid_C26H52O2,,0,em,cerotic acid,C26H52O2,False,m1507
m1508_l,behenate_,,0,l,behenate,,False,m1508
m1509_l,docosanoyl-CoA_C43H78N7O17P3S,,0,l,docosanoyl-CoA,C43H78N7O17P3S,False,m1509
m1510_l,lignoceric acid_C24H48O2,,0,l,lignoceric acid,C24H48O2,False,m1510
m1511_l,tetracosanoyl-CoA_C45H82N7O17P3S,,0,l,tetracosanoyl-CoA,C45H82N7O17P3S,False,m1511
m1512_l,cerotic acid_C26H52O2,,0,l,cerotic acid,C26H52O2,False,m1512
m1513_l,hexacosanoyl-CoA_C47H86N7O17P3S,,0,l,hexacosanoyl-CoA,C47H86N7O17P3S,False,m1513
m1514_c,lauroyl-CoA_C33H58N7O17P3S,,0,c,lauroyl-CoA,C33H58N7O17P3S,False,m1514
m1515_c,myristoyl-CoA_C35H62N7O17P3S,,0,c,myristoyl-CoA,C35H62N7O17P3S,False,m1515
m1516_c,palmitoleoyl-CoA_C37H64N7O17P3S,,0,c,palmitoleoyl-CoA,C37H64N7O17P3S,False,m1516
m1517_c,oleoyl-CoA_C39H68N7O17P3S,,0,c,oleoyl-CoA,C39H68N7O17P3S,False,m1517
m1518_c,icosanoyl-CoA_,,0,c,icosanoyl-CoA,,False,m1518
m1519_x,icosanoyl-CoA_,,0,x,icosanoyl-CoA,,False,m1519
m1520_c,docosanoyl-CoA_C43H78N7O17P3S,,0,c,docosanoyl-CoA,C43H78N7O17P3S,False,m1520
m1521_x,docosanoyl-CoA_C43H78N7O17P3S,,0,x,docosanoyl-CoA,C43H78N7O17P3S,False,m1521
m1522_x,butyrate_ActiveX VT_ERROR:,,0,x,butyrate,,True,m1522
m1523_x,hexanoate_,,0,x,hexanoate,,False,m1523
m1524_x,butanoyl-CoA_C25H42N7O17P3S,,0,x,butanoyl-CoA,C25H42N7O17P3S,False,m1524
m1525_x,hexanoyl-CoA_C27H46N7O17P3S,,0,x,hexanoyl-CoA,C27H46N7O17P3S,False,m1525
m1526_x,trans-but-2-enoyl-CoA_,,0,x,trans-but-2-enoyl-CoA,,False,m1526
m1527_x,trans-hex-2-enoyl-CoA_,,0,x,trans-hex-2-enoyl-CoA,,False,m1527
m1528_x,trans-oct-2-enoyl-CoA_,,0,x,trans-oct-2-enoyl-CoA,,False,m1528
m1529_x,trans-icos-2-enoyl-CoA_,,0,x,trans-icos-2-enoyl-CoA,,False,m1529
m1530_x,trans-docos-2-enoyl-CoA_,,0,x,trans-docos-2-enoyl-CoA,,False,m1530
m1531_x,trans-tetracos-2-enoyl-CoA_,,0,x,trans-tetracos-2-enoyl-CoA,,False,m1531
m1532_x,"trans-2,cis-9-hexadecadienoyl-CoA_",,0,x,"trans-2,cis-9-hexadecadienoyl-CoA",,False,m1532
m1533_x,cis-tetradec-7-enoyl-CoA_,,0,x,cis-tetradec-7-enoyl-CoA,,False,m1533
m1534_x,"trans-2,cis-7-tetradecadienoyl-CoA_",,0,x,"trans-2,cis-7-tetradecadienoyl-CoA",,False,m1534
m1535_x,cis-dodec-5-enoyl-CoA_,,0,x,cis-dodec-5-enoyl-CoA,,False,m1535
m1536_x,"trans-2,cis-5-dodecadienoyl-CoA_",,0,x,"trans-2,cis-5-dodecadienoyl-CoA",,False,m1536
m1537_x,"trans-2,cis-9-octadecadienoyl-CoA_",,0,x,"trans-2,cis-9-octadecadienoyl-CoA",,False,m1537
m1538_x,cis-hexadec-7-enoyl-CoA_,,0,x,cis-hexadec-7-enoyl-CoA,,False,m1538
m1539_x,"trans-2,cis-7-hexadecadienoyl-CoA_",,0,x,"trans-2,cis-7-hexadecadienoyl-CoA",,False,m1539
m1540_x,cis-tetradec-5-enoyl-CoA_,,0,x,cis-tetradec-5-enoyl-CoA,,False,m1540
m1541_x,"trans-2,cis-5-tetradecadienoyl-CoA_",,0,x,"trans-2,cis-5-tetradecadienoyl-CoA",,False,m1541
m1542_x,(R)-3-hydroxydecanoyl-CoA_C31H54N7O18P3S,,0,x,(R)-3-hydroxydecanoyl-CoA,C31H54N7O18P3S,False,m1542
m1543_x,(R)-3-hydroxylauroyl-CoA_C33H58N7O18P3S,,0,x,(R)-3-hydroxylauroyl-CoA,C33H58N7O18P3S,False,m1543
m1544_x,(R)-3-hydroxypalmitoyl-CoA_,,0,x,(R)-3-hydroxypalmitoyl-CoA,,False,m1544
m1545_x,(R)-3-hydroxyoctadecanoyl-CoA_ActiveX VT_ERROR:,,0,x,(R)-3-hydroxyoctadecanoyl-CoA,,True,m1545
m1546_x,(R)-3-hydroxyhexacosanoyl-CoA_,,0,x,(R)-3-hydroxyhexacosanoyl-CoA,,False,m1546
m1547_x,(R)-3-hydroxybutanoyl-CoA_C25H42N7O18P3S,,0,x,(R)-3-hydroxybutanoyl-CoA,C25H42N7O18P3S,False,m1547
m1548_x,(R)-3-hydroxyhexanoyl-CoA_C27H46N7O18P3S,,0,x,(R)-3-hydroxyhexanoyl-CoA,C27H46N7O18P3S,False,m1548
m1549_x,(R)-3-hydroxyoctanoyl-CoA_C29H50N7O18P3S,,0,x,(R)-3-hydroxyoctanoyl-CoA,C29H50N7O18P3S,False,m1549
m1550_x,(R)-3-hydroxyicosanoyl-CoA_,,0,x,(R)-3-hydroxyicosanoyl-CoA,,False,m1550
m1551_x,(R)-3-hydroxydocosanoyl-CoA_,,0,x,(R)-3-hydroxydocosanoyl-CoA,,False,m1551
m1552_x,(R)-3-hydroxytetracosanoyl-CoA_,,0,x,(R)-3-hydroxytetracosanoyl-CoA,,False,m1552
m1553_x,(R)-3-hydroxy-cis-hexadec-9-enoyl-CoA_,,0,x,(R)-3-hydroxy-cis-hexadec-9-enoyl-CoA,,False,m1553
m1554_x,(R)-3-hydroxy-cis-tetradec-7-enoyl-CoA_,,0,x,(R)-3-hydroxy-cis-tetradec-7-enoyl-CoA,,False,m1554
m1555_x,(R)-3-hydroxy-cis-dodec-5-enoyl-CoA_,,0,x,(R)-3-hydroxy-cis-dodec-5-enoyl-CoA,,False,m1555
m1556_x,(R)-3-hydroxy-cis-octadec-9-enoyl-CoA_,,0,x,(R)-3-hydroxy-cis-octadec-9-enoyl-CoA,,False,m1556
m1557_x,(R)-3-hydroxy-cis-hexadec-7-enoyl-CoA_,,0,x,(R)-3-hydroxy-cis-hexadec-7-enoyl-CoA,,False,m1557
m1558_x,(R)-3-hydroxy-cis-tetradec-5-enoyl-CoA_,,0,x,(R)-3-hydroxy-cis-tetradec-5-enoyl-CoA,,False,m1558
m1559_x,acetoacetyl-CoA_C25H40N7O18P3S,,0,x,acetoacetyl-CoA,C25H40N7O18P3S,False,m1559
m1560_x,3-oxohexanoyl-CoA_C27H44N7O18P3S,,0,x,3-oxohexanoyl-CoA,C27H44N7O18P3S,False,m1560
m1561_x,3-oxooctanoyl-CoA_,,0,x,3-oxooctanoyl-CoA,,False,m1561
m1562_x,3-oxoicosanoyl-CoA_C41H72N7O18P3S,,0,x,3-oxoicosanoyl-CoA,C41H72N7O18P3S,False,m1562
m1563_x,3-oxodocosanoyl-CoA_C43H76N7O18P3S,,0,x,3-oxodocosanoyl-CoA,C43H76N7O18P3S,False,m1563
m1564_x,3-oxotetracosanoyl-CoA_C45H80N7O18P3S,,0,x,3-oxotetracosanoyl-CoA,C45H80N7O18P3S,False,m1564
m1565_x,3-oxo-cis-hexadec-9-enoyl-CoA_,,0,x,3-oxo-cis-hexadec-9-enoyl-CoA,,False,m1565
m1566_x,3-oxo-cis-tetradec-7-enoyl-CoA_,,0,x,3-oxo-cis-tetradec-7-enoyl-CoA,,False,m1566
m1567_x,3-oxo-cis-dodec-5-enoyl-CoA_,,0,x,3-oxo-cis-dodec-5-enoyl-CoA,,False,m1567
m1568_x,3-oxo-cis-octadec-9-enoyl-CoA_,,0,x,3-oxo-cis-octadec-9-enoyl-CoA,,False,m1568
m1569_x,3-oxo-cis-hexadec-7-enoyl-CoA_,,0,x,3-oxo-cis-hexadec-7-enoyl-CoA,,False,m1569
m1570_x,3-oxo-cis-tetradec-5-enoyl-CoA_,,0,x,3-oxo-cis-tetradec-5-enoyl-CoA,,False,m1570
m1571_x,cis-dec-3-enoyl-CoA_,,0,x,cis-dec-3-enoyl-CoA,,False,m1571
m1572_x,cis-dodec-3-enoyl-CoA_,,0,x,cis-dodec-3-enoyl-CoA,,False,m1572
m1573_x,"trans-3,cis-5-dodecadienoyl-CoA_",,0,x,"trans-3,cis-5-dodecadienoyl-CoA",,False,m1573
m1574_x,trans-dodec-3-enoyl-CoA_,,0,x,trans-dodec-3-enoyl-CoA,,False,m1574
m1575_x,"trans-3,cis-5-tetradecadienoyl-CoA_",,0,x,"trans-3,cis-5-tetradecadienoyl-CoA",,False,m1575
m1576_x,trans-tetradec-3-enoyl-CoA_,,0,x,trans-tetradec-3-enoyl-CoA,,False,m1576
m1577_x,"trans-2,trans-4-dodecadienoyl-CoA_",,0,x,"trans-2,trans-4-dodecadienoyl-CoA",,False,m1577
m1578_x,"trans-2,trans-4-tetradecadienoyl-CoA_",,0,x,"trans-2,trans-4-tetradecadienoyl-CoA",,False,m1578
m1579_l,ergosteryl palmitoleate_C44H72O2,,0,l,ergosteryl palmitoleate,C44H72O2,False,m1579
m1580_l,H2O_H2O,,0,l,H2O,H2O,False,m1580
m1581_l,ergosteryl oleate_C46H76O2,,0,l,ergosteryl oleate,C46H76O2,False,m1581
m1582_l,episteryl palmitoleate_,,0,l,episteryl palmitoleate,,False,m1582
m1583_l,episterol_C28H46O,,0,l,episterol,C28H46O,False,m1583
m1584_l,episteryl oleate_,,0,l,episteryl oleate,,False,m1584
m1585_l,fecosteryl palmitoleate_C44H74O2,,0,l,fecosteryl palmitoleate,C44H74O2,False,m1585
m1586_l,fecosterol_C28H46O,,0,l,fecosterol,C28H46O,False,m1586
m1587_l,fecosteryl oleate_C46H78O2,,0,l,fecosteryl oleate,C46H78O2,False,m1587
m1588_l,lanosteryl palmitoleate_,,0,l,lanosteryl palmitoleate,,False,m1588
m1589_l,lanosterol_C30H50O,,0,l,lanosterol,C30H50O,False,m1589
m1590_l,lanosteryl oleate_,,0,l,lanosteryl oleate,,False,m1590
m1591_l,zymosteryl palmitoleate_C43H72O2,,0,l,zymosteryl palmitoleate,C43H72O2,False,m1591
m1592_l,zymosterol_C27H44O,,0,l,zymosterol,C27H44O,False,m1592
m1593_l,zymosteryl oleate_C45H76O2,,0,l,zymosteryl oleate,C45H76O2,False,m1593
m1594_ce,H2O_H2O,,0,ce,H2O,H2O,False,m1594
m1595_ce,zymosteryl palmitoleate_C43H72O2,,0,ce,zymosteryl palmitoleate,C43H72O2,False,m1595
m1596_ce,palmitoleate_C16H30O2,,0,ce,palmitoleate,C16H30O2,False,m1596
m1597_ce,zymosteryl oleate_C45H76O2,,0,ce,zymosteryl oleate,C45H76O2,False,m1597
m1598_ce,oleate_C18H34O2,,0,ce,oleate,C18H34O2,False,m1598
m1599_em,phosphate_H3O4P,,0,em,phosphate,H3O4P,False,m1599
m1600_em,CDP_C9H15N3O11P2,,0,em,CDP,C9H15N3O11P2,False,m1600
m1601_em,CMP_C9H14N3O8P,,0,em,CMP,C9H14N3O8P,False,m1601
m1602_em,CDP-ethanolamine_C11H20N4O11P2,,0,em,CDP-ethanolamine,C11H20N4O11P2,False,m1602
m1603_em,CDP-choline_C14H26N4O11P2,,0,em,CDP-choline,C14H26N4O11P2,False,m1603
m1604_em,L-serine_C3H7NO3,,0,em,L-serine,C3H7NO3,False,m1604
m1605_em,myo-inositol_C6H12O6,,0,em,myo-inositol,C6H12O6,False,m1605
m1606_em,S-adenosyl-L-methionine_C15H22N6O5S,,0,em,S-adenosyl-L-methionine,C15H22N6O5S,False,m1606
m1607_em,S-adenosyl-L-homocysteine_C14H20N6O5S,,0,em,S-adenosyl-L-homocysteine,C14H20N6O5S,False,m1607
m1608_em,sn-glycero-3-phosphocholine_C8H21NO6P,,0,em,sn-glycero-3-phosphocholine,C8H21NO6P,False,m1608
m1609_l,NADPH_C21H30N7O17P3,,0,l,NADPH,C21H30N7O17P3,False,m1609
m1610_l,NADP(+)_C21H28N7O17P3,,0,l,NADP(+),C21H28N7O17P3,False,m1610
m1611_l,glycerol_C3H8O3,,0,l,glycerol,C3H8O3,False,m1611
m1612_ce,phosphate_H3O4P,,0,ce,phosphate,H3O4P,False,m1612
m1613_ce,sn-glycero-3-phosphocholine_C8H21NO6P,,0,ce,sn-glycero-3-phosphocholine,C8H21NO6P,False,m1613
m1614_ce,1-(sn-glycero-3-phospho)-1D-myo-inositol_C9H18O11P,,0,ce,1-(sn-glycero-3-phospho)-1D-myo-inositol,C9H18O11P,False,m1614
m1615_ce,palmitate_C16H32O2,,0,ce,palmitate,C16H32O2,False,m1615
m1616_ce,stearate_C18H36O2,,0,ce,stearate,C18H36O2,False,m1616
m1617_vm,H2O_H2O,,0,vm,H2O,H2O,False,m1617
m1618_vm,phosphate_H3O4P,,0,vm,phosphate,H3O4P,False,m1618
m1619_gm,H2O_H2O,,0,gm,H2O,H2O,False,m1619
m1620_gm,phosphate_H3O4P,,0,gm,phosphate,H3O4P,False,m1620
m1621_gm,ATP_C10H16N5O13P3,,0,gm,ATP,C10H16N5O13P3,False,m1621
m1622_gm,ADP_C10H15N5O10P2,,0,gm,ADP,C10H15N5O10P2,False,m1622
m1623_mm,H2O_H2O,,0,mm,H2O,H2O,False,m1623
m1624_mm,palmitoleoyl-CoA_C37H64N7O17P3S,,0,mm,palmitoleoyl-CoA,C37H64N7O17P3S,False,m1624
m1625_mm,oleoyl-CoA_C39H68N7O17P3S,,0,mm,oleoyl-CoA,C39H68N7O17P3S,False,m1625
m1626_mm,palmitate_C16H32O2,,0,mm,palmitate,C16H32O2,False,m1626
m1627_mm,stearate_C18H36O2,,0,mm,stearate,C18H36O2,False,m1627
m1628_mm,glycerol 3-phosphate_C3H9O6P,,0,mm,glycerol 3-phosphate,C3H9O6P,False,m1628
m1629_mm,CMP_C9H14N3O8P,,0,mm,CMP,C9H14N3O8P,False,m1629
m1630_mm,phosphate_H3O4P,,0,mm,phosphate,H3O4P,False,m1630
m1631_em,phosphatidyl-L-serine_C8H11NO10PR2,,0,em,phosphatidyl-L-serine,C8H11NO10PR2,False,m1631
m1632_em,phosphatidylcholine_C10H18NO8PR2,,0,em,phosphatidylcholine,C10H18NO8PR2,False,m1632
m1633_em,phosphatidylethanolamine_C7H12NO8PR2,,0,em,phosphatidylethanolamine,C7H12NO8PR2,False,m1633
m1634_em,triglyceride_ActiveX VT_ERROR:,,0,em,triglyceride,,True,m1634
m1635_c,heme a_C49H56FeN4O6,,0,c,heme a,C49H56FeN4O6,False,m1635
m1636_e,raffinose_C18H32O16,,0,e,raffinose,C18H32O16,False,m1636
m1637_e,melibiose_C12H22O11,,0,e,melibiose,C12H22O11,False,m1637
m1640_l,triglyceride_ActiveX VT_ERROR:,,0,l,triglyceride,,True,m1640
m1641_l,fatty acid_,,0,l,fatty acid,,False,m1641
m1642_l,diglyceride_ActiveX VT_ERROR:,,0,l,diglyceride,,True,m1642
m1643_vm,1-phosphatidyl-1D-myo-inositol 4-phosphate_ActiveX VT_ERROR:,,0,vm,1-phosphatidyl-1D-myo-inositol 4-phosphate,,True,m1643
m1644_ce,1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:,,0,ce,1-phosphatidyl-1D-myo-inositol,,True,m1644
m1645_ce,1-phosphatidyl-1D-myo-inositol 4-phosphate_ActiveX VT_ERROR:,,0,ce,1-phosphatidyl-1D-myo-inositol 4-phosphate,,True,m1645
m1646_ce,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate_ActiveX VT_ERROR:",,0,ce,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",,True,m1646
m1647_em,sn-2-acyl-1-lysophosphatidylinositol_,,0,em,sn-2-acyl-1-lysophosphatidylinositol,,False,m1647
m1648_em,1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:,,0,em,1-phosphatidyl-1D-myo-inositol,,True,m1648
m1649_em,diglyceride_ActiveX VT_ERROR:,,0,em,diglyceride,,True,m1649
m1650_mm,phosphatidylglycerol_ActiveX VT_ERROR:,,0,mm,phosphatidylglycerol,,True,m1650
m1651_mm,cardiolipin_ActiveX VT_ERROR:,,0,mm,cardiolipin,,True,m1651
m1652_mm,glycerol_C3H8O3,,0,mm,glycerol,C3H8O3,False,m1652
m1653_mm,3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate_,,0,mm,3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate,,False,m1653
m1654_mm,monolysocardiolipin_,,0,mm,monolysocardiolipin,,False,m1654
m1655_mm,fatty acid_,,0,mm,fatty acid,,False,m1655
m1656_em,1-acylglycerophosphoethanolamine_,,0,em,1-acylglycerophosphoethanolamine,,False,m1656
m1657_em,1-acylglycerophosphocholine_C9H20NO7PR,,0,em,1-acylglycerophosphocholine,C9H20NO7PR,False,m1657
m1658_em,fatty acid_,,0,em,fatty acid,,False,m1658
m1659_ce,phosphatidylcholine_C10H18NO8PR2,,0,ce,phosphatidylcholine,C10H18NO8PR2,False,m1659
m1660_ce,1-acylglycerophosphocholine_C9H20NO7PR,,0,ce,1-acylglycerophosphocholine,C9H20NO7PR,False,m1660
m1661_ce,fatty acid_,,0,ce,fatty acid,,False,m1661
m1662_ce,phosphatidylethanolamine_C7H12NO8PR2,,0,ce,phosphatidylethanolamine,C7H12NO8PR2,False,m1662
m1663_ce,1-acylglycerophosphoethanolamine_,,0,ce,1-acylglycerophosphoethanolamine,,False,m1663
m1664_ce,sn-glycero-3-phosphoethanolamine_,,0,ce,sn-glycero-3-phosphoethanolamine,,False,m1664
m1665_ce,phosphatidyl-L-serine_C8H11NO10PR2,,0,ce,phosphatidyl-L-serine,C8H11NO10PR2,False,m1665
m1666_ce,1-acylglycerophosphoserine_,,0,ce,1-acylglycerophosphoserine,,False,m1666
m1667_ce,sn-glycero-3-phosphoserine_,,0,ce,sn-glycero-3-phosphoserine,,False,m1667
m1668_ce,1-acylglycerophosphoinositol_,,0,ce,1-acylglycerophosphoinositol,,False,m1668
m1669_c,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate_ActiveX VT_ERROR:",,0,c,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",,True,m1669
m1670_c,diglyceride_ActiveX VT_ERROR:,,0,c,diglyceride,,True,m1670
m1671_c,"1D-myo-inositol 1,4,5-trisphosphate_C6H15O15P3",,0,c,"1D-myo-inositol 1,4,5-trisphosphate",C6H15O15P3,False,m1671
m1672_n,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate_ActiveX VT_ERROR:",,0,n,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",,True,m1672
m1673_n,diglyceride_ActiveX VT_ERROR:,,0,n,diglyceride,,True,m1673
m1674_mm,diglyceride_ActiveX VT_ERROR:,,0,mm,diglyceride,,True,m1674
